# fr_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=fr
# current languages in the file:
# - English - (en) no alterations
# - French - (fr) first column
***LANGUAGES***
en-English|fr-French|
LIST NOT DELETED|LISTE NON SUPPRIMEE|
IN-GROUP NOT DELETED|IN-GROUP NON SUPPRIME|
REMOTE AGENT NOT DELETED|AGENT DISTANT NON SUPPRIME|
USER GROUP NOT DELETED|GROUPE D'UTILISATEUR NON SUPPRIME|
PHONE NOT DELETED|TELEPHONE NON SUPPRIME|
SCRIPT NOT DELETED|SCRIPT NON SUPPRIME|
USER DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESSION DE L'UTILISATEUR|
USER DELETION COMPLETED|SUPPRESSION DE L'UTILISATEUR CONFIRMEE|
CAMPAIGN DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESSION DE LA CAMPAGNE|
CAMPAIGN DELETION COMPLETED|SUPRESSION DE LA CAMPAGNE CONFIRMEE|
Logout Agents|Déconnecter les agents|
AGENTS NOT LOGGED OUT OF CAMPAIGN|AGENTS NON DECONNECTES DE LA CAMPAGNE|
AGENT LOGOUT CONFIRMATION|CONFIRMATION DE LA DECONNECTION DE L'AGENT|
Click here to log all agents out of|Cliquez ici pour déconnecter tous les agents de|
AGENT LOGOUT COMPLETED|Déconnection des agents terminée|
LOG ALL AGENTS OUT OF THIS CAMPAIGN|DECONNECTER TOUS LES AGENTS DE CETTE CAMPAGNE|
LIST DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESSION DE LA LISTE|
LIST DELETION COMPLETED|SUPPRESSION DE LA LISTE CONFIRMEE|
IN-GROUP DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESSION DU IN-GROUP|
IN-GROUP DELETION COMPLETED|SUPPRESSION DU IN-GROUP TERMINEE|
REMOTE AGENT DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESSION DE L'AGENT DISTANT|
REMOTE AGENT DELETION COMPLETED|SUPPRESSION DE L'AGENT DISTANT CONFIRMEE|
USER GROUP DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESSION DU GROUPE D'UTILISATEURS|
USER GROUP DELETION COMPLETED|SUPPRESSION DU GROUPE D'UTILISATEURS TERMINEE|
PHONE DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESSION DU TELEPHONE|
PHONE DELETION COMPLETED|SUPPRESSION DU TELEPHONE TERMINEE|
SCRIPT DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESSION DU SCRIPT|
SCRIPT DELETION COMPLETED|SUPPRESSION DU SCRIPT TERMINEE|
Preview Script|Prévisualisation du script|
MODIFY A SCRIPT|MODIFIER UN SCRIPT|
title of the script|titre du script|
CONFERENCE MODIFIED|CONFERENCE MODIFIEE|
MODIFY A PHONE RECORD|MODIFIER UN TELEPHONE|
THE END|LA FIN|
LIST ALL PHONES|LISTER TOUS LES TELEPHONES|
ADD A NEW PHONE|AJOUTER UN NOUVEAU TELEPHONE|
SEARCH FOR A PHONE|RECHERCHER UN TELEPHONE|
ADD A SERVER|AJOUTER UN SERVEUR|
LIST ALL SERVERS|LISTER TOUS LES SERVEURS|
SHOW ALL CONFERENCES|VOIR TOUTES LES CONFERENCES|
ADD A NEW CONFERENCE|AJOUTER UNE NOUVELLE CONFERENCE|
AMD Send to VM exten|AMD envoyé au VM exten|
Transfer-Conf DTMF|DTMF Transfert-Conf|
Transfer-Conf Number|numéro de Transfer-Conf|
Hot Keys Active|Racourccis clavier actifs|
Modify Leads|Modifier les fiches|
Change Agent Campaign|Changer l'agent de campagne|
Agent Choose Ingroups|L'agent choisit les Ingroups|
CallBacks Within Campaign|Rappels dans la campagne |
CallBacks Within List|Rappels dans la liste|
CallBacks Within Agent|Rappels de l'agent|
Phone extension|Extension du téléphone|
Dial Plan Number|Nuémro dans le dial plan|
digits only|chiffres seulement|
Voicemail Box|Boite vocale|
Outbound CallerID|CallerID sortant|
Phone IP address|Adresse IP du téléphone|
Computer IP address|Adresse IP de l'ordinateur|
Server IP Address|Adresse IP du serveur|
Server IP|IP du serveur|
Login: |Login: |
Password: |Mot de passe:|
Status: |Etat: |
Active Account|Compte actif|
Phone Type|Type de téléphone|
Full Name|Nom complet|
Company: |Compagnie: |
Picture: |Image: |
Client Protocol|Protocole client|
Local GMT|GMT local|
Do NOT Adjust for DST|Ne PAS ajuster pour DST|
VALUE=SUBMIT|VALUE=VALIDER|
ADD A NEW SERVER|AJOUTER UN NOUVEAU SERVEUR|
Server ID|ID du serveur|
Server Description|Description du serveur|
Active: |Actif: |
Asterisk Version|Version d'Asterisk|
Conference Number|Numéro de la conférence|
New Messages|Nouveaux messages|
Old Messages|Anciens messages|
Manager Login|Login du manager|
Manager Secret|Mot de passe du manager|
VICIDIAL Default User|Utilisateur par défaut de VICIDIAL|
VICIDIAL Default Pass|Mot de passe par défaut de VICIDIAL|
VICIDIAL Default Campaign|Campagne par défaut de VICIDIAL|
Park Extension|Extension du parc|
Park Exten|Extension du parc|
Conf Extension|Extension de la conférence|
Conf Exten|Extension de la conférence|
VICIDIAL Park Exten|Extension du parc VICIDIAL|
VICIDIAL Park File|Fichier du parc VICIDIAL|
Monitor Prefix|Préfixe du moniteur|
Recording Exten|Extension d'enregistrement|
VMailMain Exten|Extension de la boîte vocale|
VMailDump Exten|Extension de VmailDump|
Exten Context|Extension du context|
DTMFSend Channel|Cannal d'envoi DTMF|
Outbound Call Group|Groupe d'appels sortants|
Browser Location|Localisation du navigateur|
Install Directory|Répertoire d'installation|
CallerID URL|URL du CallerID|
VICIDIAL Default URL|URL par défaut de VICIDIAL|
Call Logging|Log des appels|
User Switching|Changement d'utilisateur|
Conferencing|En conférence|
Admin Hang Up|Raccrochage administrateur|
Admin Hijack|Détournement administrateur|
Admin Monitor|Moniteur administrateur|
Call Park|Parc d'appel|
Updater Check|Contrôle de mise à jour|
AF Logging|Log AF|
Queue Enabled|Queue activée|
CallerID Popup|Popup du CallerID|
VMail Button|Bouton de la boîte vocale|
Fast Refresh|Rafraichissement rapide|
Fast Refresh Rate|Taux du rafraichissement rapide|
Persistant MySQL|MySQL persistant|
Auto Dial Next Number|Appel automatique du numéro suivant|
Stop Rec after each call|Arrêter l'enregistrement après chaque appel|
Primary |Primaire|
Secondary |Secondaire|
DBX Server|Serveur DBX|
DBX Database|Base de données DBX|
DBX User|Utilisateur DBX|
DBX Pass|Mot de passe DBX|
DBX Port|Port DBX|
DBY Server|Serveur DBY|
DBY Database|Base de données DBY|
DBY User|Utilisateur DBY|
DBY Pass|Mot de passe DBY|
DBY Port|Port DBY|
MODIFY A SERVER RECORD|MODIFIER UN SERVEUR|
Max VICIDIAL Trunks|Nombre max de trunks VICIDIAL|
Telnet Host|Hôte telnet|
Telnet Port|Port telnet|
Manager User|Utilisateur manager|
Manager Update User|Utilisateur de mise à jour manager|
Manager Listen User|Utilisateur manager pour l'écoute|
Manager Send User|Utilisateur manager pour l'envoi|
VMail Dump Exten|VMail Dump Exten|
VICIDIAL AD extension|Extension AD de VICIDIAL|
Default Context|Contexte par défaut|
PHONES WITHIN THIS SERVER|TELEPHONES SUR CE SERVEUR|
>EXTENSION<|>EXTENSION<|
>NAME<|>NOM<|
>ACTIVE<|>ACTIF<|
>MODIFY<|>MODIFIER<|
This server has|Ce serveur a|
active phones and|téléphones actifs et|
inactive phones|téléphones inactifs|
MODIFY A CONFERENCE RECORD|MODIFIER UNE CONFERENCE|
Conference: |Conférence: |
Current Extension|Extension courante|
extension: |extension: |
SEARCH RESULTS|RESULTATS DE LA RECHERCHE|
PHONE LISTINGS|LISTE DES TELEPHONES|
SERVER LISTINGS|LISTE DES SERVEURS|
CONFERENCE LISTINGS|LISTE DES CONFERENCES|
script runtime|temps d'exécution du script|
ADD NEW PHONE|AJOUTER UN NOUVEAU TELEPEHONE|
ADD NEW SERVER|AJOUTER UN NOUVEAU SERVEUR|
ADD NEW CONFERENCE|AJOUTER UNE NOUVELLE CONFERENCE|
ADD SCRIPT|AJOUTER UN SCRIPT|
VIEW SCRIPTS|VOIR LES SCRIPTS|
SCRIPTS LISTINGS|LISTE DES SCRIPTS|
ADDING NEW PHONE|AJOUTER UN NOUVEAU TELEPHONE|
ADDING NEW SERVER|AJOUTER UN NOUVEAU SERVEUR|
ADDING NEW CONFERENCE|AJOUT D'UNE NOUVELLE CONFERENCE|
MODIFY PHONE|MODIFIER LE TELEPHONE|
MODIFY SERVER|MODIFIER LE SERVEUR|
MODIFY CONFERENCE|MODIFIER LA CONFERENCE|
MODIFYING PHONE|MODIFICATION DU TELEPHONE|
MODIFYING SERVER|MODIFIANT LE SERVEUR|
MODIFYING CONFERENCE|MODIFIANT LA CONFERENCE|
SEARCH PHONES|RECHERCHER DES TELEPHONES|
SEARCH PHONES RESULTS|RESULTATS DE LA RECHERCHE DE TELEPHONES|
PHONE LIST|LISTE DE TELEPHONES|
SERVER LIST|LISTE DE SERVEURS|
CONFERENCE LIST|LISTE DE CONFERENCES|
HELP|AIDE|
Click here for phone stats|Cliquez ici pour les statistiques des téléphones|
REMOTE INBOUND: Main|ENTRANTS DISTANTS: Principal|
REMOTE INBOUND: Popup|ENTRANTS DISTANTS: Popup|
CALLS SENT TO|APPELS ENVOYES A|
Phone Stats|Statistiques du téléphone|
CALL TIME AND CHANNELS|TEMPS D'APPEL ET CANAUX|
CHANNEL GROUP|GROUPE DE CANAUX|
HOURS:MINUTES|HEURES:MINUTES|
TOTAL CALLS|TOTAL DES APPELS|
>NUMBER|>NUMERO|
DATE<|DATE<|
Close this window|Fermer cette fenêtre|
Inbound Calls Stats|Statistiques des appels entrants|
Add New User|Ajouter un nouvel utilisateur|
Add New Campaign|Ajouter une nouvelle campagne|
Add New List|Ajouter une nouvelle liste|
Add New In-Group|Ajouter un nouveau in-group|
Add New Remote Agents|Ajouter de nouveaux agents distants|
Add New Users Group|Ajouter de nouveaux groupes d'utilisateurs|
Add New Script|Ajouter un nouveau script|
New User Addition|Ajout d'un nouvel utilisateur|
New Campaign Addition|Ajout d'une nouvelle campagne|
New Campaign Status Addition|Ajout d'un nouveau statut de campagne|
New Campaign Hot Key Addition|Ajout d'un nouvel racourci clavier de campagne|
New List Addition|Ajout d'une nouvelle liste|
New In-Group Addition|Ajout d'un nouvel In-Group|
New Remote Agents Addition|Ajout d'un nouvel agent distant|
New Users Group Addition|Ajout d'un nouveau groupe d'utilisateurs|
New Script Addition|Ajout d'un nouveau script|
Modify User|Modifier un utilisateur|
Modify Campaign - Basic View|Modifier une Campagne - Vue Basique|
Modify Campaign|Modifier la campagne|
Modify List|Modifier la liste|
Modify In-Group|Modifier le In-Group|
Modify Remote Agents|Modifier les agents distants|
Modify Users Groups|Modifier les groupes d'utilisateurs|
Modify Script|Modifier le script|
Welcome|Bienvenue|
Campaigns|Campagnes|
Lists|Listes|
In-Groups|In-Groups|
Remote Agents|Agents distants|
User Groups|Groupes d'utilisateurs|
Search Form|Formulaire de recherche|
Search Results|Résultats de la recherche|
VICIDIAL ADMIN|ADMINISTRATION DE VICIDIAL|
TABLE|TABLE|
First Name|Nom|
Middle Initial|Initiales|
Last Name|Prénom|
Address Line 1|Adresse Ligne 1|
Address Line 2|Adresse Ligne 2|
Address Line 3|Adresse Ligne 3|
City|Ville|
State - limited to 2 characters|Etat - Limité à 2 caractères|
Province|Province|
Postal Code|Code Postal|
Country|Pays|
Gender|Sexe|
Date of Birth|Date de naissance|
Alternate Phone Number|Numero de téléphone alternatif|
Email Address|Adresse mail|
Security Phrase|Phrase de sécurité|
Comments|Commentaires|
THE END|LA FIN|
Logout|Déconnection|
LIST USERS|LISTE DES UTILISATEURS|
ADD A NEW USER|AJOUTEZ UN NOUVEL UTILISATEUR|
SEARCH FOR A USER|RECHERCHER UN UTILISATEUR|
ADD USER GROUP|AJOUTER UN GROUPE D'UTILISATEURS|
LIST USER GROUPS|LISTE DES GROUPES D'UTILISATEURS|
ADD CAMPAIGN|AJOUTER UNE CAMPAGNE|
LIST CAMPAIGNS|LISTE DES CAMPAGNES|
SHOW LISTS|VOIR LES LISTES|
ADD NEW LIST|AJOUTER UNE NOUVELLE LISTE|
LOAD NEW LEADS|CHARGER DES NOUVELLES FICHES|
SHOW IN-GROUPS|VOIR LES IN-GROUPS|
ADD NEW IN-GROUP|AJOUTER UN NOUVEL IN-GROUP|
SHOW REMOTE AGENTS|VOIR LES AGENTS DISTANTS|
ADD NEW REMOTE AGENTS|AJOUTER UN NOUVEL AGENT DISTANT|
SERVER STATS|STATISTIQUES DES SERVEURS|
PARK REPORT|RAPPORT DE MISE EN ATTENTE|
VDAD REPORT|RAPPORT DE VDAD|
CLOSER REPORT|RAPPORT SUR LES CLOSERS|
SEARCH FOR A LEAD|RECHERCHER UNE FICHE|
GROUP HOURLY|GROUPE PAR HEURE|
User Number|Numéro d'utilisateur |
Full Name|Nom complet|
User Level|Niveau de l'utilisateur|
User Group|Groupe utilisateur|
ADD A NEW CAMPAIGN|AJOUTER UNE NOUVELLE CAMPAGNE|
ADD A NEW INBOUND GROUP|AJOUTER UN NOUVEAU GROUPE ENTRANT|
ADD NEW USERS GROUP|AJOUTER UN NOUVEAU GROUPE D'UTILISATEUR|
